UniProt,PocketCount,MaxScore,MeanScore,MaxDruggability,MeanDruggability,MaxSASA,MeanSASA,Compound
P54764,73,0.334,0.020904109589041,0.334,0.020904109589041,407.428,123.8043561643836,1307
Q9UNP9,24,0.391,0.0459166666666666,0.391,0.0459166666666666,290.739,109.135375,1
Q13263,61,0.479,0.0341803278688524,0.479,0.0341803278688524,259.836,109.606475409836,26
Q9BVI4,43,0.512,0.0362093023255813,0.512,0.0362093023255813,160.876,95.01711627906975,1
Q13247,25,0.125,0.02248,0.125,0.02248,180.094,98.68984,4
Q9H4A3,131,0.928,0.0106564885496182,0.928,0.0106564885496182,517.621,115.54634351145036,282
P36544,37,0.757,0.0530270270270269,0.757,0.0530270270270269,233.788,102.80799999999998,2497
Q9UMX0,58,0.808,0.0361896551724137,0.808,0.0361896551724137,235.631,103.27839655172414,1
Q9NQV6,89,0.6,0.0157640449438202,0.6,0.0157640449438202,561.937,121.46089887640449,1
O95470,46,0.305,0.0130434782608695,0.305,0.0130434782608695,436.956,114.151347826087,290
P15941,48,1.0,0.0274583333333332,1.0,0.0274583333333332,4057.816,188.66279166666664,10
Q76LX8,95,0.036,0.0022842105263157,0.036,0.0022842105263157,1034.811,124.63069473684207,4
Q8TAV3,34,0.991,0.0392058823529411,0.991,0.0392058823529411,492.616,112.19282352941174,1
P42226,61,0.468,0.0171147540983606,0.468,0.0171147540983606,484.975,113.14481967213112,337
Q16873,9,0.819,0.1457777777777777,0.819,0.1457777777777777,142.321,89.83311111111112,180
P19971,32,0.427,0.0313125,0.427,0.0313125,210.119,97.76031249999998,296
P19823,74,0.941,0.0298783783783783,0.941,0.0298783783783783,586.45,124.51594594594594,1
Q00653,69,0.749,0.012927536231884,0.749,0.012927536231884,338.912,100.45878260869569,6
O15552,24,0.703,0.1092499999999999,0.703,0.1092499999999999,280.063,105.68554166666672,959
Q9NW64,28,0.156,0.0181785714285714,0.156,0.0181785714285714,384.634,116.1306071428572,1
P51571,10,0.243,0.0297,0.243,0.0297,146.203,86.3399,2
Q9H792,100,0.958,0.0123699999999999,0.958,0.0123699999999999,524.789,118.61012999999996,21
P09960,26,0.016,0.0030384615384615,0.016,0.0030384615384615,913.936,131.01003846153847,1265
O43237,44,0.262,0.0139772727272727,0.262,0.0139772727272727,321.203,99.95552272727276,1
P61353,16,0.321,0.064,0.321,0.064,166.225,90.292625,2
P26572,30,0.322,0.0269,0.322,0.0269,465.074,109.10373333333334,853
Q16816,28,0.499,0.0201428571428571,0.499,0.0201428571428571,298.309,109.99617857142856,765
Q9Y6W5,30,0.486,0.0233333333333333,0.486,0.0233333333333333,225.971,122.24733333333332,1
O75144,22,0.372,0.0508181818181818,0.372,0.0508181818181818,209.035,96.46327272727272,
P35503,36,0.745,0.0787499999999999,0.745,0.0787499999999999,480.612,114.3648888888889,124
Q9NVJ2,11,0.761,0.0957272727272727,0.761,0.0957272727272727,168.606,90.65854545454546,1
P51816,60,0.489,0.0091666666666666,0.489,0.0091666666666666,499.071,109.30938333333332,1
P55072,62,0.666,0.0529677419354838,0.666,0.0529677419354838,409.737,114.17880645161291,829
P27987,35,0.924,0.0335714285714285,0.924,0.0335714285714285,425.483,114.6518,97
P0DPI2,10,0.746,0.0752,0.746,0.0752,216.051,86.42720000000001,3
Q13596,36,0.716,0.0520555555555555,0.716,0.0520555555555555,602.591,113.02724999999998,1
Q9UHA4,9,0.259,0.0515555555555555,0.259,0.0515555555555555,120.104,84.60288888888888,2
Q86YS7,85,0.793,0.0353647058823529,0.793,0.0353647058823529,360.915,106.81999999999996,2
P26718,11,0.234,0.0282727272727272,0.234,0.0282727272727272,114.307,76.89309090909092,
Q99640,40,0.259,0.009075,0.259,0.009075,508.862,111.905425,740
Q9NYW6,24,0.836,0.0740416666666666,0.836,0.0740416666666666,533.677,116.35087499999996,10
P51531,158,0.91,0.0103101265822784,0.91,0.0103101265822784,458.958,120.51046202531644,562
P01911,15,0.244,0.0232666666666666,0.244,0.0232666666666666,233.432,84.53926666666668,56
P33991,74,0.586,0.0274729729729729,0.586,0.0274729729729729,736.205,135.5979324324324,237
Q99460,72,0.855,0.0335972222222221,0.855,0.0335972222222221,320.607,114.05618055555551,2
O60235,24,0.178,0.026,0.178,0.026,220.838,101.4295,76
P41134,7,0.622,0.1031428571428571,0.622,0.1031428571428571,170.467,111.86685714285716,15
P54709,17,0.549,0.0877647058823529,0.549,0.0877647058823529,152.978,100.27776470588232,1
Q15427,16,0.156,0.0199375,0.156,0.0199375,223.299,98.74575,1
Q5T6X5,67,0.977,0.0374029850746268,0.977,0.0374029850746268,471.02,117.56108955223878,2
Q92843,21,0.958,0.0481904761904761,0.958,0.0481904761904761,177.639,101.59104761904764,112
Q8IUZ5,42,0.581,0.034095238095238,0.581,0.034095238095238,223.221,94.58364285714283,1
Q9NQV7,78,0.451,0.0136410256410256,0.451,0.0136410256410256,373.733,112.57720512820512,57
P43166,12,0.476,0.0547499999999999,0.476,0.0547499999999999,155.884,97.14358333333335,1927
P47712,59,0.923,0.0394915254237287,0.923,0.0394915254237287,540.936,132.81264406779658,601
Q9Y6I8,26,0.574,0.0281538461538461,0.574,0.0281538461538461,214.325,102.43426923076922,1
P42771,13,0.187,0.0244615384615384,0.187,0.0244615384615384,158.261,80.75999999999999,2
Q9HCG7,49,0.97,0.026204081632653,0.97,0.026204081632653,497.375,116.29693877551024,202
Q8N163,68,0.4,0.0185441176470588,0.4,0.0185441176470588,762.886,139.4208970588235,3
Q8IWK6,101,0.984,0.0145742574257425,0.984,0.0145742574257425,598.602,111.7502079207921,2
Q96G91,30,0.92,0.1271333333333333,0.92,0.1271333333333333,434.214,115.36166666666664,84
P20264,24,0.905,0.0620833333333333,0.905,0.0620833333333333,191.334,111.22099999999996,4
P34969,44,0.945,0.0453636363636363,0.945,0.0453636363636363,718.968,138.48181818181817,4605
P54803,41,0.162,0.013170731707317,0.162,0.013170731707317,203.136,90.04980487804876,1986
Q01850,38,0.452,0.0161315789473684,0.452,0.0161315789473684,190.531,97.11123684210528,2
Q5TFE4,37,0.576,0.0468648648648648,0.576,0.0468648648648648,966.839,124.1002702702703,3
Q16613,12,0.864,0.0776666666666666,0.864,0.0776666666666666,235.558,110.81341666666668,7
P49366,25,0.201,0.02444,0.201,0.02444,170.254,96.49584,102
A7E2Y1,200,0.814,0.0093149999999999,0.814,0.0093149999999999,601.273,112.84942000000008,
Q16538,44,0.607,0.0203636363636363,0.607,0.0203636363636363,869.941,136.88552272727273,2
Q9NQA5,59,0.934,0.0494067796610169,0.934,0.0494067796610169,258.002,107.80723728813568,4
Q05682,105,0.312,0.0087428571428571,0.312,0.0087428571428571,223.992,92.6997238095238,1
P34896,32,0.774,0.0451562499999999,0.774,0.0451562499999999,235.073,91.99646874999996,121
Q9BZF1,58,0.999,0.0215172413793103,0.999,0.0215172413793103,733.256,135.83725862068965,2
Q9HBK9,30,0.98,0.0434999999999999,0.98,0.0434999999999999,269.9,107.87396666666665,13
Q9UP65,41,0.871,0.0245365853658536,0.871,0.0245365853658536,268.234,105.4789024390244,9
Q13451,26,0.13,0.0188461538461538,0.13,0.0188461538461538,221.66,94.77219230769232,324
Q9UM11,40,0.657,0.019575,0.657,0.019575,618.547,125.66907500000002,1
P35268,5,0.797,0.163,0.797,0.163,211.454,118.0388,3
Q96FZ2,24,0.24,0.0113333333333333,0.24,0.0113333333333333,300.871,102.04729166666664,1
Q15131,25,0.545,0.03008,0.545,0.03008,190.861,104.98944,104
Q2M2I8,54,0.587,0.0172037037037037,0.587,0.0172037037037037,718.525,123.81998148148152,1496
P22310,30,0.914,0.057,0.914,0.057,580.53,120.08186666666668,204
Q8IWX8,78,0.639,0.0206666666666666,0.639,0.0206666666666666,303.414,116.29735897435896,1
Q8IXN7,27,0.843,0.0555925925925925,0.843,0.0555925925925925,352.033,100.19614814814814,1
O75417,199,0.747,0.0269346733668341,0.747,0.0269346733668341,1080.789,130.6909949748744,629
O14791,43,0.84,0.0834651162790697,0.84,0.0834651162790697,669.155,125.99760465116282,587
Q01740,40,0.745,0.042425,0.745,0.042425,305.738,104.21925,2
Q15573,41,0.693,0.0303170731707317,0.693,0.0303170731707317,229.659,101.3677804878049,1
Q9Y676,16,0.747,0.0525625,0.747,0.0525625,138.675,94.49993749999996,1
Q10471,40,0.831,0.0395249999999999,0.831,0.0395249999999999,415.976,114.37207500000002,8
Q9Y232,42,0.139,0.0069523809523809,0.139,0.0069523809523809,624.417,109.9406666666667,64
Q09472,177,0.911,0.0176214689265536,0.911,0.0176214689265536,911.218,131.25610169491526,1432
P01282,15,0.64,0.1072666666666666,0.64,0.1072666666666666,409.097,119.42793333333331,5
P31641,43,0.903,0.0316511627906976,0.903,0.0316511627906976,695.428,116.80748837209302,65
Q9H479,21,0.717,0.0351428571428571,0.717,0.0351428571428571,316.85,106.47795238095242,3
Q9P035,30,0.806,0.0521,0.806,0.0521,363.349,103.8952,2
Q6PJP8,54,0.061,0.0029814814814814,0.061,0.0029814814814814,1371.08,118.6408703703704,14
Q9Y6K1,59,0.707,0.0332542372881355,0.707,0.0332542372881355,811.468,134.41794915254235,256
P33402,59,0.194,0.0101016949152542,0.194,0.0101016949152542,362.636,115.58211864406783,
P12830,52,0.289,0.0114615384615384,0.289,0.0114615384615384,309.252,109.28534615384616,4
P11836,21,0.645,0.0635238095238095,0.645,0.0635238095238095,439.488,106.72842857142857,
P09668,21,0.595,0.0505714285714285,0.595,0.0505714285714285,171.164,94.45380952380953,169
Q9H165,61,0.822,0.0339344262295081,0.822,0.0339344262295081,363.654,117.004737704918,
Q14978,22,0.532,0.0368636363636363,0.532,0.0368636363636363,176.283,88.08600000000001,3
P82650,21,0.362,0.0296666666666666,0.362,0.0296666666666666,1055.486,160.7130476190476,1
P02708,31,0.292,0.0304516129032258,0.292,0.0304516129032258,246.241,95.5118387096774,96
Q96AM1,34,0.656,0.0429411764705882,0.656,0.0429411764705882,389.448,110.90555882352942,2
Q9BZS1,24,0.471,0.0695416666666666,0.471,0.0695416666666666,374.46,164.23845833333334,
Q9GZV3,38,0.971,0.0329210526315789,0.971,0.0329210526315789,582.849,113.02581578947368,1059
P52429,51,0.775,0.017078431372549,0.775,0.017078431372549,315.956,106.8563333333333,2
P62244,8,0.136,0.032,0.136,0.032,111.74,80.329375,3
Q9BUT1,16,0.446,0.0503125,0.446,0.0503125,288.985,97.38175,1
P68032,16,0.455,0.03225,0.455,0.03225,352.275,109.56075,1
P43490,39,0.843,0.0375128205128204,0.843,0.0375128205128204,227.472,102.86120512820511,5425
O43674,13,0.432,0.0392307692307692,0.432,0.0392307692307692,238.271,122.60723076923075,1
O14980,96,0.532,0.0378854166666666,0.532,0.0378854166666666,261.721,93.11711458333332,348
Q9UKT9,30,0.402,0.0174,0.402,0.0174,1215.109,178.0847333333333,171
O75461,23,0.636,0.0419130434782608,0.636,0.0419130434782608,269.083,108.99765217391304,
Q8WWN8,112,0.671,0.0166517857142857,0.671,0.0166517857142857,913.683,143.74794642857142,1
Q00537,52,0.408,0.0272692307692307,0.408,0.0272692307692307,604.308,120.19528846153844,452
Q9NRA0,45,0.94,0.0309555555555555,0.94,0.0309555555555555,477.989,145.34133333333335,1149
Q16739,24,0.923,0.1041249999999999,0.923,0.1041249999999999,399.61,105.77875,341
O75380,6,0.281,0.0491666666666666,0.281,0.0491666666666666,130.08,89.81966666666666,1
O95817,21,0.256,0.0260952380952381,0.256,0.0260952380952381,113.402,77.66142857142859,60
O75822,24,0.323,0.02725,0.323,0.02725,184.115,94.5555,2
P62820,10,0.598,0.0677,0.598,0.0677,634.301,175.0152,2
Q10472,33,0.586,0.0241212121212121,0.586,0.0241212121212121,457.273,109.82803030303032,1
Q9Y698,30,0.653,0.0358999999999999,0.653,0.0358999999999999,334.063,113.78676666666664,
O43557,15,0.404,0.0610666666666666,0.404,0.0610666666666666,180.597,99.01453333333332,
Q96LB2,31,0.725,0.0540322580645161,0.725,0.0540322580645161,220.53,95.755,200
O75616,23,0.758,0.062695652173913,0.758,0.062695652173913,316.445,140.19600000000003,1
Q9Y285,33,0.733,0.0246060606060606,0.733,0.0246060606060606,325.316,101.09045454545456,3
Q1KMD3,62,0.381,0.0158225806451612,0.381,0.0158225806451612,667.373,160.23048387096773,2
Q13617,64,0.344,0.013296875,0.344,0.013296875,666.068,122.75171874999998,1
P19484,41,0.39,0.0315365853658536,0.39,0.0315365853658536,161.785,89.603,1
P19532,27,0.365,0.0497407407407407,0.365,0.0497407407407407,156.554,93.66555555555554,3
Q9H2X9,92,0.763,0.0295217391304347,0.763,0.0295217391304347,535.075,125.9479673913044,16
Q59H18,51,0.209,0.0098039215686274,0.209,0.0098039215686274,1257.011,159.9875882352941,516
Q8TET4,68,0.885,0.0318529411764705,0.885,0.0318529411764705,307.045,104.1283529411765,4
Q7L2H7,43,0.171,0.0190930232558139,0.171,0.0190930232558139,324.525,118.89234883720933,2
Q9UQ49,28,0.196,0.0202142857142857,0.196,0.0202142857142857,274.224,113.3407142857143,252
Q9UGN5,38,0.511,0.0268947368421052,0.511,0.0268947368421052,364.317,128.8346052631579,1332
P22736,38,0.657,0.0319736842105262,0.657,0.0319736842105262,256.874,106.67286842105264,463
O60832,34,0.867,0.047735294117647,0.867,0.047735294117647,260.712,114.02429411764707,3
Q3LXA3,33,0.998,0.0346666666666666,0.998,0.0346666666666666,402.392,108.13933333333334,1
P48960,63,0.934,0.0225396825396825,0.934,0.0225396825396825,572.456,113.33601587301588,3
Q9NYW2,32,0.866,0.07746875,0.866,0.07746875,222.186,93.6388125,329
Q15077,27,0.799,0.1068518518518518,0.799,0.1068518518518518,347.138,101.67396296296296,589
P10632,32,0.967,0.06796875,0.967,0.06796875,877.739,115.6488125,1480
Q08050,29,0.176,0.0206896551724137,0.176,0.0206896551724137,257.502,115.86713793103448,26
Q92569,47,0.405,0.0173617021276595,0.405,0.0173617021276595,391.621,113.55497872340425,6
P17643,37,0.538,0.0462702702702702,0.538,0.0462702702702702,293.265,103.69354054054052,5
P55212,19,0.282,0.0427894736842105,0.282,0.0427894736842105,395.233,111.5574210526316,1104
O75531,3,0.103,0.0363333333333333,0.103,0.0363333333333333,121.429,94.151,
O00716,28,0.182,0.0204642857142857,0.182,0.0204642857142857,821.699,142.66889285714282,
Q13409,49,0.297,0.0155102040816326,0.297,0.0155102040816326,246.078,100.69110204081632,2
Q96HI0,81,0.977,0.01979012345679,0.977,0.01979012345679,281.731,97.20564197530864,53
Q9NY12,15,0.014,0.0018666666666666,0.014,0.0018666666666666,383.793,111.394,1
Q9Y4K3,35,0.426,0.0295142857142856,0.426,0.0295142857142856,165.404,93.71157142857145,14
O95819,123,0.204,0.0049349593495934,0.204,0.0049349593495934,1216.081,104.3681463414634,2717
Q6R327,144,0.621,0.0169930555555555,0.621,0.0169930555555555,1684.451,145.6960277777778,3
Q5VT66,23,0.812,0.0603043478260869,0.812,0.0603043478260869,186.151,94.298,28
Q04917,23,0.193,0.0130434782608695,0.193,0.0130434782608695,166.142,80.28504347826087,22
Q9Y5L3,20,0.743,0.0759,0.743,0.0759,322.385,115.87994999999998,86
Q14533,27,0.36,0.0825185185185184,0.36,0.0825185185185184,139.884,88.06644444444444,1
P78396,34,0.85,0.0567647058823528,0.85,0.0567647058823528,394.659,118.27005882352944,
Q15465,22,0.122,0.0063181818181818,0.122,0.0063181818181818,1513.722,167.3881818181818,34
Q9Y375,29,0.286,0.017,0.286,0.017,198.149,96.14417241379311,
Q04656,115,0.973,0.0269304347826086,0.973,0.0269304347826086,738.761,117.36532173913044,1
P51161,5,0.61,0.2113999999999999,0.61,0.2113999999999999,169.772,105.9734,11
Q9BY66,139,0.244,0.0074748201438848,0.244,0.0074748201438848,738.441,121.62011510791366,2
Q6ZMV9,72,0.474,0.0183194444444444,0.474,0.0183194444444444,791.45,119.47706944444444,3
Q9HBL8,14,0.268,0.0208571428571428,0.268,0.0208571428571428,428.498,105.06542857142858,3
Q14123,56,0.574,0.0167321428571428,0.574,0.0167321428571428,519.976,123.31301785714288,844
Q13639,34,0.767,0.1035294117647058,0.767,0.1035294117647058,466.721,139.53341176470585,1151
P61088,11,0.707,0.0678181818181818,0.707,0.0678181818181818,191.518,104.29263636363636,1221
O14815,56,0.289,0.0125,0.289,0.0125,368.127,110.88476785714283,15
Q6FI81,19,0.638,0.0502105263157894,0.638,0.0502105263157894,364.044,137.19610526315788,4
O43924,5,0.991,0.1982,0.991,0.1982,280.589,131.491,215
O00750,122,0.806,0.0093442622950819,0.806,0.0093442622950819,1166.406,130.46127868852457,742
Q9UHE8,21,0.991,0.0508571428571428,0.991,0.0508571428571428,615.756,150.0887619047619,
Q8WYN0,34,0.876,0.0502058823529411,0.876,0.0502058823529411,424.9,105.89970588235298,1
P22102,73,0.594,0.0225342465753424,0.594,0.0225342465753424,876.879,115.65542465753424,189
Q9Y3Z3,42,0.483,0.014095238095238,0.483,0.014095238095238,504.943,114.35504761904764,17606
P05089,15,0.499,0.0382,0.499,0.0382,233.029,108.86459999999998,429
Q8IZD2,118,0.901,0.0217033898305084,0.901,0.0217033898305084,431.207,107.41517796610172,1
Q9NSD9,44,0.562,0.0489090909090908,0.562,0.0489090909090908,288.806,108.02704545454549,244
Q9NP58,75,0.872,0.0268133333333333,0.872,0.0268133333333333,530.677,122.51278666666664,20
Q96KN8,16,0.353,0.037375,0.353,0.037375,338.643,123.6246875,56
Q7Z5K2,75,0.536,0.0221866666666666,0.536,0.0221866666666666,641.013,117.09308000000004,1
Q8IWU2,94,0.554,0.0087659574468085,0.554,0.0087659574468085,618.732,116.02100000000009,1
Q13972,113,0.504,0.0177433628318583,0.504,0.0177433628318583,555.459,118.17701769911513,6
P16402,7,0.525,0.1038571428571428,0.525,0.1038571428571428,191.885,110.98771428571428,1
Q6ZVD8,103,0.757,0.0174660194174757,0.757,0.0174660194174757,910.367,129.11307766990296,31
P36551,29,0.884,0.0385172413793103,0.884,0.0385172413793103,271.367,102.40679310344824,3
Q8WTT0,13,0.573,0.0713846153846154,0.573,0.0713846153846154,208.366,92.45507692307692,6
P28702,28,0.942,0.0354285714285714,0.942,0.0354285714285714,718.045,131.72521428571426,540
Q9H930,41,0.141,0.0092682926829268,0.141,0.0092682926829268,402.56,124.2970975609756,18
P00451,155,0.635,0.0156838709677419,0.635,0.0156838709677419,1033.326,127.87844516129034,9
Q01082,238,0.411,0.0074201680672268,0.411,0.0074201680672268,319.136,97.710231092437,3
Q14997,163,0.556,0.0181349693251533,0.556,0.0181349693251533,854.293,109.84407975460118,1
Q71SY5,45,0.502,0.0308222222222222,0.502,0.0308222222222222,304.13,111.28322222222222,2
Q13131,51,0.59,0.0139803921568627,0.59,0.0139803921568627,512.183,122.23003921568628,1978
Q96A26,14,0.614,0.0699285714285714,0.614,0.0699285714285714,425.89,120.76064285714286,1
P12259,144,0.893,0.0222499999999999,0.893,0.0222499999999999,417.308,115.83409722222224,18
P62861,5,0.23,0.0578,0.23,0.0578,232.117,157.3484,2
Q8N122,94,0.558,0.0240744680851063,0.558,0.0240744680851063,448.984,110.21762765957448,2
P04798,33,0.989,0.0305151515151515,0.989,0.0305151515151515,374.307,106.6932121212121,917
Q04941,6,0.753,0.1865,0.753,0.1865,196.691,118.5615,1
Q02779,57,0.761,0.028,0.761,0.028,369.143,123.08873684210528,385
Q9UQE7,125,0.656,0.0312799999999999,0.656,0.0312799999999999,437.382,100.04856799999996,3
Q14166,47,0.982,0.0443829787234042,0.982,0.0443829787234042,561.702,122.33827659574467,1
P42765,12,0.8,0.0694166666666666,0.8,0.0694166666666666,181.084,94.72841666666666,1
Q96D31,26,0.271,0.0382307692307692,0.271,0.0382307692307692,320.46,115.27653846153848,118
O95760,23,0.012,0.0012608695652173,0.012,0.0012608695652173,1381.182,165.3392608695652,2
P28566,32,0.785,0.0489374999999999,0.785,0.0489374999999999,455.674,111.074,834
Q96EP0,87,0.978,0.0205632183908045,0.978,0.0205632183908045,494.68,118.2796551724138,1
P14410,101,0.752,0.020118811881188,0.752,0.020118811881188,472.887,102.13746534653464,78
Q01668,201,0.994,0.0325323383084576,0.994,0.0325323383084576,1000.657,141.46684577114425,32
P52564,24,0.382,0.0267916666666666,0.382,0.0267916666666666,233.889,107.61345833333333,928
O95365,52,0.925,0.0333653846153846,0.925,0.0333653846153846,273.758,118.74434615384617,1
P04080,4,0.15,0.07075,0.15,0.07075,235.923,152.599,2
Q8N1Q1,12,0.737,0.1099166666666666,0.737,0.1099166666666666,182.629,102.56116666666668,464
P49238,36,0.93,0.0453333333333333,0.93,0.0453333333333333,265.013,89.62180555555557,520
Q92896,107,0.671,0.0141962616822429,0.671,0.0141962616822429,556.907,116.39164485981308,2
O15217,15,0.97,0.0899999999999999,0.97,0.0899999999999999,344.778,126.25946666666664,12
P48595,30,0.908,0.0395999999999999,0.908,0.0395999999999999,313.759,116.02406666666668,1
Q96J66,116,0.997,0.0322586206896551,0.997,0.0322586206896551,1061.824,131.4754913793103,18
P80192,90,0.493,0.0112444444444444,0.493,0.0112444444444444,370.492,111.1812888888889,789
